Time,OnCollider,CollisionCount
3.64,0,0
3.74,0,0
3.85,0,0
3.95,0,0
4.05,0,0
4.15,0,0
4.25,0,0
4.36,0,0
4.46,0,0
4.56,0,0
4.66,0,0
4.77,0,0
4.87,0,0
4.97,0,0
5.07,0,0
5.18,0,0
5.28,0,0
5.38,0,0
5.48,0,0
5.59,0,0
5.69,0,0
5.80,0,0
5.90,0,0
6.00,0,0
6.10,0,0
6.20,0,0
6.31,0,0
6.41,0,0
6.51,0,0
6.61,0,0
6.71,0,0
6.82,0,0
6.92,0,0
7.02,0,0
7.12,0,0
7.23,0,0
7.33,0,0
7.43,0,0
7.54,0,0
7.64,0,0
7.74,0,0
7.85,0,0
7.95,0,0
8.05,0,0
8.15,0,0
8.25,0,0
8.36,0,0
8.46,0,0
8.56,0,0
8.67,0,0
8.77,0,0
8.87,0,0
8.97,0,0
9.08,0,0
9.18,0,0
9.28,0,0
9.38,0,0
9.49,0,0
9.59,0,0
9.69,0,0
9.80,0,0
9.90,0,0
10.00,0,0
10.11,0,0
10.21,0,0
