Time,OnCollider,CollisionCount
0.35,0,0
0.46,0,0
0.56,0,0
0.67,0,0
0.77,0,0
0.87,0,0
0.97,0,0
1.08,0,0
1.19,0,0
1.30,0,0
1.41,0,0
1.52,0,0
1.64,0,0
1.74,0,0
1.84,0,0
1.95,0,0
2.06,0,0
2.16,0,0
2.26,0,0
2.37,0,0
2.47,0,0
2.58,0,0
2.68,0,0
2.78,0,0
2.89,0,0
2.99,0,0
3.09,0,0
3.20,0,0
3.31,0,0
3.41,0,0
3.52,0,0
3.62,0,0
3.74,0,0
3.84,0,0
3.95,0,0
4.05,0,0
4.17,0,0
4.27,0,0
4.38,0,0
4.48,0,0
4.59,0,0
4.69,0,0
4.80,0,0
4.90,0,0
5.01,0,0
5.12,0,0
5.22,0,0
5.33,0,0
5.43,0,0
5.53,0,0
5.64,0,0
5.74,0,0
5.84,0,0
5.95,0,0
6.05,0,0
6.16,0,0
6.26,0,0
6.37,0,0
6.47,0,0
6.58,0,0
6.68,0,0
6.79,0,0
6.89,0,0
6.99,0,0
7.09,0,0
7.20,0,0
7.31,0,0
7.41,0,0
7.52,0,0
7.63,0,0
7.73,0,0
7.84,0,0
7.95,0,0
8.05,0,0
8.15,0,0
8.26,0,0
8.37,0,0
8.47,0,0
8.57,0,0
8.68,0,0
8.78,0,0
8.89,0,0
9.00,0,0
9.10,0,0
9.20,0,0
9.31,0,0
9.41,0,0
9.52,0,0
9.63,0,0
9.73,0,0
9.84,0,0
9.95,0,0
10.06,0,0
10.16,0,0
10.27,0,0
10.37,0,0
10.47,0,0
10.58,0,0
10.68,0,0
10.78,0,0
10.89,0,0
10.99,0,0
11.10,0,0
11.20,0,0
11.30,0,0
11.41,0,0
11.51,0,0
11.62,0,0
11.72,0,0
11.82,0,0
11.93,0,0
12.03,0,0
12.14,0,0
12.25,0,0
12.36,0,0
12.46,0,0
12.57,0,0
12.67,0,0
12.77,0,0
12.88,0,0
12.99,0,0
13.09,0,0
13.20,0,0
13.31,0,0
13.41,0,0
13.52,0,0
13.63,0,0
13.73,0,0
13.84,0,0
13.94,0,0
14.05,0,0
14.16,0,0
14.27,0,0
14.37,0,0
14.48,0,0
14.58,0,0
14.69,0,0
14.79,0,0
14.90,0,0
15.01,0,0
15.11,0,0
15.21,0,0
15.32,0,0
15.43,0,0
15.53,0,0
15.64,0,0
15.75,0,0
15.85,0,0
15.96,0,0
16.07,0,0
16.17,0,0
16.28,0,0
16.39,0,0
16.49,0,0
16.60,0,0
16.70,0,0
16.81,0,0
16.92,0,0
17.02,0,0
17.13,0,0
17.23,0,0
17.33,0,0
17.44,0,0
17.54,0,0
17.65,0,0
17.75,0,0
17.86,0,0
17.97,0,0
18.07,0,0
18.18,0,0
18.28,0,0
18.39,0,0
18.50,0,0
18.60,0,0
18.71,0,0
18.81,0,0
18.91,0,0
19.01,0,0
19.12,0,0
19.23,0,0
19.33,0,0
19.44,0,0
19.54,0,0
19.65,0,0
