Time,OnCollider,CollisionCount
0.35,0,0
0.48,0,0
0.59,0,0
0.69,0,0
0.79,0,0
0.90,0,0
1.00,0,0
1.10,0,0
1.20,0,0
1.31,0,0
1.41,0,0
1.52,0,0
1.62,0,0
1.73,0,0
1.83,0,0
1.93,0,0
2.03,0,0
2.14,0,0
2.24,0,0
2.34,0,0
2.44,0,0
2.55,0,0
2.65,0,0
2.76,0,0
2.86,0,0
2.97,0,0
3.07,0,0
3.18,0,0
3.28,0,0
3.39,0,0
3.49,0,0
3.60,0,0
3.71,0,0
3.82,0,0
3.92,0,0
4.03,0,0
4.13,0,0
4.23,0,0
4.34,0,0
4.44,0,0
4.54,0,0
4.65,0,0
4.75,0,0
4.85,0,0
4.95,0,0
5.06,0,0
5.16,0,0
5.26,0,0
5.37,0,0
5.47,0,0
5.57,0,0
5.67,0,0
5.78,0,0
5.88,0,0
5.98,0,0
6.08,0,0
6.19,0,0
6.29,0,0
6.40,0,0
6.50,0,0
6.60,0,0
6.71,0,0
6.81,0,0
6.92,0,0
7.02,0,0
7.12,0,0
7.23,0,0
7.33,0,0
7.44,0,0
7.54,0,0
7.65,0,0
7.76,0,0
7.86,0,0
7.96,0,0
8.06,0,0
8.17,0,0
8.27,0,0
8.37,0,0
8.47,0,0
8.58,0,0
8.68,0,0
8.79,0,0
8.89,0,0
9.00,0,0
9.10,0,0
9.20,0,0
9.31,0,0
9.41,0,0
9.52,0,0
9.62,0,0
9.72,0,0
9.83,0,0
9.93,0,0
10.03,0,0
10.13,0,0
10.24,0,0
10.34,0,0
10.45,0,0
10.55,0,0
10.65,0,0
10.76,0,0
10.86,0,0
10.96,0,0
11.07,0,0
11.17,0,0
11.28,0,0
11.38,0,0
11.49,0,0
11.60,0,0
11.70,0,0
11.81,0,0
11.92,0,0
12.02,0,0
12.12,0,0
12.23,0,0
12.34,0,0
12.44,0,0
12.54,0,0
12.65,0,0
12.76,0,0
12.86,0,0
12.96,0,0
13.07,0,0
13.17,0,0
13.27,0,0
13.38,0,0
13.49,0,0
13.59,0,0
13.69,0,0
13.79,0,0
13.89,0,0
14.00,0,0
14.10,0,0
14.20,0,0
14.30,0,0
14.41,0,0
14.51,0,0
14.62,0,0
14.72,0,0
14.82,0,0
14.92,0,0
15.02,0,0
15.13,0,0
15.23,0,0
15.33,0,0
15.43,0,0
15.54,0,0
15.64,0,0
15.75,0,0
15.85,0,0
15.95,0,0
16.06,0,0
16.17,0,0
16.27,0,0
16.37,0,0
16.47,0,0
16.58,0,0
16.68,0,0
16.78,0,0
16.89,0,0
16.99,0,0
17.10,0,0
17.20,0,0
17.30,0,0
17.40,0,0
17.50,0,0
17.60,0,0
17.70,0,0
17.81,0,0
17.91,0,0
18.01,0,0
18.11,0,0
18.22,0,0
18.32,0,0
18.42,0,0
18.52,0,0
18.63,0,0
18.73,0,0
18.84,0,0
18.94,0,0
19.04,0,0
19.14,0,0
19.25,0,0
19.35,0,0
19.45,0,0
19.55,0,0
19.66,0,0
19.76,0,0
19.87,0,0
19.97,0,0
20.07,0,0
20.18,0,0
20.28,0,0
20.39,0,0
20.49,0,0
20.60,0,0
20.70,0,0
20.81,0,0
20.92,0,0
21.02,0,0
21.12,0,0
21.23,0,0
21.33,0,0
21.44,0,0
21.54,0,0
21.65,0,0
21.75,0,0
21.86,0,0
21.96,0,0
22.07,0,0
22.17,0,0
22.28,0,0
22.39,0,0
22.50,0,0
22.60,0,0
22.70,0,0
22.81,0,0
22.92,0,0
23.02,0,0
23.13,0,0
23.24,0,0
23.34,0,0
23.44,0,0
23.55,0,0
23.65,0,0
23.76,0,0
23.86,0,0
23.96,0,0
24.07,0,0
24.18,0,0
24.28,0,0
24.39,0,0
24.49,0,0
24.60,0,0
24.70,0,0
24.81,0,0
24.91,0,0
25.01,0,0
25.11,0,0
25.21,0,0
25.32,0,0
25.42,0,0
25.52,0,0
25.62,0,0
25.72,0,0
25.83,0,0
25.93,0,0
26.03,0,0
26.14,0,0
26.24,0,0
26.34,0,0
26.45,0,0
26.55,0,0
26.66,0,0
26.76,0,0
26.86,0,0
26.97,0,0
27.07,0,0
27.17,0,0
27.27,0,0
27.38,0,0
27.48,0,0
27.59,0,0
27.69,0,0
27.80,0,0
27.91,0,0
28.01,0,0
28.12,0,0
28.22,0,0
28.32,0,0
28.42,0,0
28.53,0,0
28.64,0,0
28.74,0,0
28.84,0,0
28.94,0,0
29.05,0,0
29.15,0,0
29.25,0,0
29.36,0,0
29.46,0,0
29.57,0,0
29.67,0,0
29.78,0,0
29.89,0,0
29.99,0,0
30.10,0,0
30.21,0,0
30.32,0,0
30.43,0,0
30.53,0,0
30.64,0,0
30.74,0,0
30.84,0,0
30.94,0,0
31.05,0,0
31.16,0,0
31.26,0,0
31.37,0,0
31.47,0,0
31.58,0,0
31.69,0,0
31.80,0,0
31.90,0,0
32.01,0,0
32.12,0,0
32.23,0,0
32.34,0,0
32.45,0,0
32.56,0,0
32.67,0,0
32.77,0,0
32.88,0,0
32.98,0,0
33.08,0,0
33.19,0,0
33.30,0,0
33.41,0,0
33.52,0,0
33.62,0,0
33.73,0,0
