ParticipantID,Block,TrialIndex,TrialType,Expectancy,SignalColor,MergeSide,TimeAbsolute,TimeRelative,X,Y,Z,LaneDeviation,SpeedMPH,TrialEnded,TrialEndReason,TrialEndTimeAbs,TrialEndTimeRel,SurveyQuestion,SurveyResponse,SurveyRT,ColorID_Accuracy
1234,Day,0,Practice,Expected,Red,Right,3.49,0.00,0.0000,0.8434,-0.0025,0.0000,0.04,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,3.49,0.00,0.0000,0.8434,-0.0025,0.0000,0.04,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,3.60,0.10,0.0000,0.8508,-0.0025,0.0000,0.22,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,3.70,0.21,0.0000,0.8612,-0.0025,0.0000,0.19,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,3.81,0.31,0.0000,0.8680,-0.0025,0.0000,0.10,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,3.91,0.42,0.0000,0.8705,-0.0025,0.0000,0.02,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,4.02,0.52,0.0000,0.8702,-0.0025,0.0000,0.02,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,4.12,0.63,0.0000,0.8689,-0.0020,0.0000,0.03,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,4.23,0.73,0.0000,0.8679,0.0034,0.0000,0.25,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,4.33,0.84,0.0000,0.8674,0.0231,0.0000,0.64,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,4.43,0.94,0.0000,0.8673,0.0673,0.0000,1.34,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,4.53,1.04,0.0000,0.8674,0.1400,0.0000,2.01,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,4.64,1.14,0.0000,0.8676,0.2482,0.0000,2.68,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,4.74,1.25,-0.0001,0.8677,0.3844,-0.0001,3.36,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,4.85,1.35,-0.0001,0.8677,0.5587,-0.0001,4.03,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,4.95,1.46,-0.0001,0.8677,0.7635,-0.0001,4.70,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,5.05,1.56,-0.0001,0.8677,0.9946,-0.0001,5.48,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,5.16,1.66,-0.0002,0.8676,1.2726,-0.0002,6.16,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,5.26,1.76,-0.0002,0.8676,1.5657,-0.0002,6.83,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,5.36,1.87,-0.0003,0.8676,1.8881,-0.0003,7.50,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,5.46,1.97,0.0040,0.8676,2.2558,0.0040,8.16,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,5.57,2.08,0.0215,0.8676,2.6574,0.0215,8.94,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,5.67,2.18,0.0382,0.8676,3.0886,0.0382,9.61,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,5.78,2.28,0.0490,0.8676,3.5530,0.0490,10.28,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,5.88,2.39,0.0588,0.8676,4.0465,0.0588,10.95,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,5.99,2.49,0.0688,0.8682,4.5709,0.0688,11.73,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,6.09,2.60,0.0797,0.8686,5.1438,0.0797,12.40,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,6.20,2.70,0.0909,0.8685,5.7357,0.0909,13.07,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,6.30,2.81,0.1029,0.8683,6.3668,0.1029,13.85,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,6.40,2.91,0.1154,0.8682,7.0246,0.1154,14.52,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,6.51,3.02,0.1290,0.8681,7.7417,0.1290,15.19,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,6.61,3.12,0.1423,0.8681,8.4440,0.1423,15.86,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,6.72,3.22,0.1563,0.8681,9.1832,0.1563,16.53,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,6.82,3.33,0.1714,0.8681,9.9803,0.1714,17.31,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,6.93,3.43,0.1872,0.8681,10.8091,0.1872,17.98,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,7.03,3.54,0.2109,0.8681,11.6634,0.2109,18.63,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,7.13,3.64,0.2543,0.8681,12.5410,0.2543,19.40,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,7.24,3.75,0.2999,0.8681,13.4713,0.2999,20.07,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,0,Practice,Expected,Red,Right,7.35,3.85,0.3447,0.8681,14.4318,0.3447,20.74,1,Manual_P,7.42,3.93,What was the color of the REAR turn signal?,Red,1.647,1
1234,Day,1,Practice,Expected,Amber,Right,14.29,0.00,0.0000,0.9082,-0.0025,0.0000,4.39,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,14.29,0.00,0.0000,0.9082,-0.0025,0.0000,4.39,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,14.39,0.10,0.0000,0.8446,-0.0025,0.0000,0.13,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,14.50,0.21,0.0000,0.8541,-0.0025,0.0000,0.23,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,14.60,0.31,0.0000,0.8636,-0.0025,0.0000,0.18,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,14.70,0.41,0.0000,0.8691,-0.0025,0.0000,0.07,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,14.81,0.52,0.0000,0.8706,-0.0025,0.0000,0.00,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,14.91,0.62,0.0000,0.8699,-0.0025,0.0000,0.03,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,15.02,0.73,0.0000,0.8686,-0.0025,0.0000,0.03,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,15.13,0.84,0.0000,0.8676,0.0002,0.0000,0.14,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,15.23,0.94,0.0000,0.8673,0.0140,0.0000,0.50,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,15.34,1.05,0.0005,0.8673,0.0483,0.0005,1.10,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,15.44,1.15,0.0040,0.8675,0.1152,0.0040,1.78,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,15.55,1.26,0.0071,0.8676,0.2152,0.0071,2.45,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,15.65,1.36,0.0079,0.8677,0.3485,0.0079,3.23,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,15.75,1.46,0.0084,0.8677,0.5093,0.0084,3.90,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,15.86,1.57,0.0090,0.8677,0.7133,0.0090,4.58,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,15.97,1.68,0.0101,0.8677,0.9480,0.0101,5.36,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,16.07,1.78,0.0178,0.8676,1.2186,0.0178,6.02,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,16.18,1.89,0.0273,0.8676,1.5157,0.0273,6.70,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,16.28,1.99,0.0323,0.8676,1.8473,0.0323,7.48,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,16.39,2.10,0.0365,0.8676,2.2004,0.0365,8.15,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,16.49,2.20,0.0411,0.8676,2.5991,0.0411,8.82,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,16.60,2.31,0.0461,0.8676,3.0359,0.0461,9.49,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,16.70,2.41,0.0513,0.8676,3.4994,0.0513,10.27,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,16.81,2.52,0.0571,0.8676,4.0123,0.0571,10.94,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,16.92,2.63,0.0633,0.8682,4.5599,0.0633,11.73,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,17.02,2.73,0.0696,0.8686,5.1180,0.0696,12.40,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,17.13,2.84,0.0764,0.8685,5.7262,0.0764,13.07,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,17.24,2.95,0.0836,0.8683,6.3624,0.0836,13.85,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,17.34,3.05,0.0907,0.8682,6.9959,0.0907,14.52,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,17.44,3.15,0.0984,0.8681,7.6836,0.0984,15.19,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,17.55,3.26,0.1067,0.8681,8.4234,0.1067,15.86,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,17.65,3.36,0.1153,0.8681,9.1929,0.1153,16.64,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,17.76,3.47,0.1242,0.8681,9.9853,0.1242,17.31,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,17.86,3.57,0.1331,0.8681,10.7845,0.1331,17.98,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,17.96,3.67,0.1427,0.8681,11.6398,0.1427,18.65,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,18.07,3.78,0.1527,0.8681,12.5392,0.1527,19.43,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,18.17,3.88,0.1631,0.8681,13.4744,0.1631,20.10,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,18.28,3.99,0.1738,0.8681,14.4393,0.1738,20.76,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,18.38,4.09,0.1847,0.8681,15.4192,0.1847,21.43,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,18.49,4.20,0.1990,0.8681,16.4528,0.1990,22.20,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,18.59,4.31,0.2305,0.8681,17.5172,0.2305,22.86,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,18.70,4.41,0.2634,0.8681,18.5575,0.2634,23.53,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,18.80,4.51,0.2986,0.8681,19.6964,0.2986,24.30,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,18.90,4.61,0.3420,0.8681,20.8188,0.3420,24.96,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,19.01,4.72,0.3990,0.8681,22.0052,0.3990,25.62,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,19.11,4.82,0.4576,0.8681,23.2121,0.4576,26.29,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
1234,Day,1,Practice,Expected,Amber,Right,19.21,4.92,0.5180,0.8681,24.4055,0.5180,26.95,1,Manual_P,19.22,4.93,What was the color of the REAR turn signal?,Red,2.285,0
